right_foot_x_pos,right_foot_y_pos,left_foot_x_pos,left_foot_y_pos,circles_running
,,,,0
,,,,0
,,,,0
,,,,0
,,,,0
,,,,0
,,,,0
,,,,0
,,,,0
,,,,0
,,,,0
,,,,0
,,,,0
,,,,0
,,,,0
,,,,0
,,,,0
,,,,0
,,,,0
,,,,0
0.941543459892273,0.5818463563919067,0.8814972043037415,0.6400980353355408,0
0.9513179659843445,0.5885494947433472,0.883592426776886,0.634239673614502,0
0.9340218901634216,0.5926149487495422,0.8770335912704468,0.6370816230773926,0
,,,,0
0.8713009357452393,0.6220018267631531,0.8709897994995117,0.6458967924118042,0
0.8209313154220581,0.6192082762718201,0.8709853887557983,0.6466459035873413,0
0.7895345091819763,0.608525276184082,0.8710422515869141,0.646673321723938,0
0.7654238939285278,0.5961427092552185,0.8701146245002747,0.6463299989700317,0
0.7313257455825806,0.5771417617797852,0.8696600198745728,0.6466625928878784,0
0.7141982316970825,0.562553346157074,0.8700610399246216,0.647034227848053,0
0.7162461876869202,0.5651097297668457,0.8705849051475525,0.6469225883483887,0
0.7029681205749512,0.5712677836418152,0.8705955743789673,0.6463717818260193,0
0.6947538256645203,0.5781044363975525,0.8717954754829407,0.646649956703186,0
0.6882511973381042,0.5862420201301575,0.8744489550590515,0.6451836228370667,0
0.6866033673286438,0.5944106578826904,0.8736595511436462,0.6437309980392456,0
0.6849002838134766,0.6004831194877625,0.8668127655982971,0.6433146595954895,0
0.8559876680374146,0.6371461153030396,0.6938719153404236,0.6166656613349915,0
0.7084383368492126,0.6276518702507019,0.8296403288841248,0.6292674541473389,0
0.7273716330528259,0.6529053449630737,0.8486985564231873,0.6296422481536865,0
0.6860884428024292,0.6264408230781555,0.8564205169677734,0.6327002048492432,0
0.6715326905250549,0.6193529963493347,0.8602812886238098,0.6358759999275208,0
0.662830650806427,0.6149986386299133,0.8612266182899475,0.6363595128059387,0
0.6601333022117615,0.6139780879020691,0.8594169020652771,0.6366065740585327,0
0.6579177975654602,0.6138059496879578,0.8582037091255188,0.6370266675949097,0
0.6624489426612854,0.615223228931427,0.857622504234314,0.6373792290687561,0
0.6720449328422546,0.6151871681213379,0.8533496260643005,0.6364843249320984,0
0.6777247786521912,0.6151827573776245,0.8474833965301514,0.6319128274917603,0
0.7920457124710083,0.6000727415084839,0.7791451215744019,0.6070582270622253,0
0.8283171653747559,0.6161276698112488,0.6967009902000427,0.6146382689476013,0
0.7042703032493591,0.6157966256141663,0.7698307633399963,0.6182998418807983,0
0.7312315106391907,0.622032642364502,0.7639366984367371,0.6269432902336121,0
0.7949224710464478,0.6210163235664368,0.6870226263999939,0.6251469850540161,0
0.695248544216156,0.6154440641403198,0.7352973222732544,0.6244646906852722,0
0.6834327578544617,0.6154014468193054,0.7609342336654663,0.6247141361236572,0
0.6904877424240112,0.6148344874382019,0.7553623914718628,0.624725341796875,0
0.7000195384025574,0.6140156984329224,0.727078378200531,0.6264357566833496,0
0.7036774158477783,0.61467444896698,0.720518946647644,0.6291443705558777,0
0.7047869563102722,0.609277069568634,0.705471932888031,0.6304499506950378,0
0.6968604326248169,0.6100651621818542,0.6961023211479187,0.6397976875305176,0
0.6887710690498352,0.627020001411438,0.6891119480133057,0.6497782468795776,0
0.6827865839004517,0.647223174571991,0.6839419007301331,0.6761956214904785,0
0.6831174492835999,0.6535239815711975,0.6788194179534912,0.6778877377510071,0
0.6840001940727234,0.6656985282897949,0.6776050925254822,0.6891180276870728,0
0.6872830986976624,0.6578402519226074,0.67349773645401,0.6979295015335083,0
0.6879494786262512,0.6565584540367126,0.6728582382202148,0.7013834714889526,0
0.6887407898902893,0.6739984154701233,0.6801782846450806,0.6954905390739441,0
0.7095962166786194,0.6660367250442505,0.6787025928497314,0.6997858881950378,0
,,,,0
,,,,0
0.7418999671936035,0.6121079921722412,0.6771309971809387,0.7068464159965515,0
,,,,0
0.7423244118690491,0.6270660161972046,0.6764301657676697,0.6962333917617798,0
0.7618246674537659,0.625938892364502,0.675234854221344,0.6988191604614258,0
0.7642896771430969,0.6233327388763428,0.6748876571655273,0.7013474702835083,0
0.762691855430603,0.6214984059333801,0.6736061573028564,0.7013517022132874,0
0.7641164660453796,0.6216473579406738,0.673675537109375,0.701011598110199,0
0.7642066478729248,0.6208817958831787,0.6732752323150635,0.7001667618751526,0
