right_foot_x_pos,right_foot_y_pos,left_foot_x_pos,left_foot_y_pos,timestamp,circles_running
0.2758018672466278,0.5339337587356567,0.16941362619400024,0.7124050855636597,0.0,0
0.2718106508255005,0.5800110697746277,0.166977658867836,0.7120636701583862,33.358908496514,0
0.25808045268058777,0.6139136552810669,0.16625048220157623,0.7106379866600037,66.717816993028,0
0.1774156391620636,0.7076611518859863,0.1647414118051529,0.6820459961891174,100.07672548954199,0
0.16707806289196014,0.7184097766876221,0.16440613567829132,0.6863602995872498,133.435633986056,0
0.1593344360589981,0.7237011194229126,0.1630212366580963,0.6887030005455017,166.79454248256997,0
0.1577054262161255,0.7261557579040527,0.1626468449831009,0.6908837556838989,200.15345097908397,0
0.15566015243530273,0.7248467206954956,0.16186213493347168,0.6930767893791199,233.51235947559798,0
0.15641199052333832,0.725084125995636,0.1613631248474121,0.6991497874259949,266.871267972112,0
0.15495574474334717,0.7262486815452576,0.1612635999917984,0.7034564018249512,300.2301764686259,0
0.1532525271177292,0.724101185798645,0.16006846725940704,0.7035858035087585,333.58908496513993,0
0.15125612914562225,0.7268776297569275,0.15718570351600647,0.7036628723144531,366.94799346165394,0
0.14428763091564178,0.7290083169937134,0.14687374234199524,0.7048339247703552,400.30690195816794,0
0.1422724723815918,0.7303310036659241,0.1446336805820465,0.7048838138580322,433.66581045468195,0
0.1426866203546524,0.7291394472122192,0.14417468011379242,0.706501841545105,467.02471895119595,0
0.14239341020584106,0.7315804958343506,0.1437172293663025,0.710303544998169,500.3836274477099,0
0.14167140424251556,0.7310784459114075,0.1431082785129547,0.7105006575584412,533.742535944224,0
0.14037734270095825,0.73017418384552,0.1411067098379135,0.7125376462936401,567.101444440738,0
0.14113283157348633,0.7309967875480652,0.14053495228290558,0.7124703526496887,600.4603529372519,0
0.14079169929027557,0.7315598726272583,0.14034371078014374,0.7137285470962524,633.8192614337659,0
0.14184355735778809,0.730269730091095,0.14093461632728577,0.715181827545166,667.1781699302799,0
0.14125505089759827,0.7298911213874817,0.14145097136497498,0.7151326537132263,700.5370784267939,0
0.1408611387014389,0.7259784936904907,0.14175350964069366,0.7150098085403442,733.8959869233079,0
0.14110657572746277,0.7249171137809753,0.14183057844638824,0.7200918197631836,767.2548954198219,0
0.14133302867412567,0.7251448035240173,0.1408671736717224,0.7141528725624084,800.6138039163359,0
0.1418461948633194,0.7250097990036011,0.14231687784194946,0.7141064405441284,833.9727124128499,0
0.14217045903205872,0.7249392867088318,0.14294901490211487,0.7143868207931519,867.3316209093639,0
0.14230576157569885,0.7253038287162781,0.14347447454929352,0.7142995595932007,900.6905294058779,0
0.14243780076503754,0.7257969379425049,0.1446084976196289,0.7140184640884399,934.0494379023919,0
0.14258873462677002,0.725782573223114,0.14468266069889069,0.7141487002372742,967.4083463989058,0
0.14273035526275635,0.7280009984970093,0.14468656480312347,0.7141547203063965,1000.7672548954198,0
0.14369745552539825,0.7278919219970703,0.14603742957115173,0.7137336134910583,1034.126163391934,0
0.14458289742469788,0.728052020072937,0.14721527695655823,0.7136580348014832,1067.485071888448,0
0.1452917903661728,0.7277823686599731,0.14771610498428345,0.7115005254745483,1100.843980384962,0
0.14585749804973602,0.726695716381073,0.14829304814338684,0.7079097628593445,1134.202888881476,1
0.145523339509964,0.7213312983512878,0.14823609590530396,0.7086085081100464,1167.56179737799,1
0.14552541077136993,0.7211131453514099,0.14821785688400269,0.7132455110549927,1200.9207058745037,1
0.2673198878765106,0.6430896520614624,0.1481790393590927,0.7213972806930542,1234.2796143710177,1
0.17912358045578003,0.714301586151123,0.14980611205101013,0.7284426689147949,1267.6385228675317,1
0.1632562279701233,0.7410439252853394,0.1537655144929886,0.734503448009491,1300.9974313640457,1
0.15595930814743042,0.7471287846565247,0.15060396492481232,0.7326985001564026,1334.3563398605597,1
0.15492893755435944,0.7488572001457214,0.1575748175382614,0.726092517375946,1367.7152483570737,1
0.15139475464820862,0.752828061580658,0.15753304958343506,0.7027373313903809,1401.0741568535877,1
0.14560604095458984,0.7507674694061279,0.15683144330978394,0.6996825933456421,1434.4330653501017,1
0.14586366713047028,0.7480829954147339,0.1554846316576004,0.7003050446510315,1467.7919738466157,1
0.14744290709495544,0.7437636256217957,0.15662328898906708,0.7004019618034363,1501.15088234313,1
0.14592815935611725,0.7324199676513672,0.15085597336292267,0.6858158707618713,1534.5097908396438,1
0.14682775735855103,0.6978963017463684,0.15758900344371796,0.6870467066764832,1567.8686993361578,1
0.15628300607204437,0.5842850804328918,0.1677071750164032,0.6785153746604919,1601.2276078326718,1
0.16009889543056488,0.5792942643165588,0.20862700045108795,0.6588174700737,1634.5865163291858,1
0.1813981980085373,0.5673814415931702,0.24679145216941833,0.6315321326255798,1667.9454248256998,1
0.20009221136569977,0.5136526823043823,0.3223363757133484,0.6038030385971069,1701.3043333222138,1
0.24170835316181183,0.4522329866886139,0.38626861572265625,0.5893102288246155,1734.6632418187278,1
0.31226620078086853,0.4483156204223633,0.40095263719558716,0.6032269597053528,1768.0221503152418,1
0.45427027344703674,0.47416234016418457,0.4695340394973755,0.43669524788856506,1801.3810588117558,1
0.4983966052532196,0.4621995687484741,0.5048306584358215,0.42262738943099976,1834.7399673082698,1
0.6662689447402954,0.5811867117881775,0.6320637464523315,0.5289839506149292,1868.0988758047838,1
0.7047322392463684,0.5825162529945374,0.6786842346191406,0.5725591778755188,1901.4577843012976,1
0.706325352191925,0.574773371219635,0.7070280313491821,0.5952109694480896,1934.8166927978116,1
0.7112788558006287,0.5822803378105164,0.726520299911499,0.6354396343231201,1968.1756012943256,1
0.6782642006874084,0.5875855684280396,0.6701319217681885,0.6346229314804077,2001.5345097908396,1
0.651114821434021,0.5819951295852661,0.650829553604126,0.6060298681259155,2034.8934182873538,1
0.6381943225860596,0.566142201423645,0.6576693058013916,0.5663245320320129,2068.252326783868,1
0.6113813519477844,0.5558228492736816,0.6435335874557495,0.5614444613456726,2101.6112352803816,1
0.6601091027259827,0.5228807926177979,0.6447667479515076,0.5483470559120178,2134.970143776896,1
0.6551215052604675,0.514930784702301,0.6435385346412659,0.5361831188201904,2168.3290522734096,1
0.6373580098152161,0.5227503180503845,0.6515054106712341,0.53542160987854,2201.687960769924,1
0.6280234456062317,0.5272698402404785,0.6437504887580872,0.5249244570732117,2235.0468692664376,0
0.5970519781112671,0.5140785574913025,0.6574006080627441,0.5007271766662598,2268.405777762952,0
0.6668650507926941,0.47896793484687805,0.661133348941803,0.49213090538978577,2301.7646862594656,0
0.6800441145896912,0.4722643494606018,0.6675985455513,0.4668792188167572,2335.12359475598,0
0.6546927094459534,0.4868966042995453,0.6136014461517334,0.483681321144104,2368.4825032524936,0
0.6773418188095093,0.49145713448524475,0.6561874747276306,0.47847962379455566,2401.8414117490074,0
0.6890465021133423,0.49142274260520935,0.6839370131492615,0.48330140113830566,2435.2003202455217,0
0.7652644515037537,0.6556578874588013,0.7355468273162842,0.6153140664100647,2468.5592287420354,0
0.7966850399971008,0.7079944014549255,0.7476003766059875,0.6997149586677551,2501.9181372385497,0
0.7930613160133362,0.6880561709403992,0.7401815056800842,0.6545897722244263,2535.2770457350634,0
0.7725104689598083,0.6996086239814758,0.7187743782997131,0.6484341025352478,2568.6359542315777,0
0.7696270942687988,0.692149817943573,0.7140772938728333,0.6375145316123962,2601.9948627280914,0
0.7661512494087219,0.6880102157592773,0.7077680230140686,0.6226043105125427,2635.3537712246057,0
0.7612649202346802,0.6903126835823059,0.7100611925125122,0.6322888135910034,2668.7126797211195,0
0.757163941860199,0.688130795955658,0.7473432421684265,0.6805292963981628,2702.0715882176337,0
0.7515273094177246,0.6905282139778137,0.7529307007789612,0.6818072199821472,2735.4304967141475,0
0.7386844158172607,0.6946438550949097,0.7498366832733154,0.6891160011291504,2768.7894052106612,0
0.7259665131568909,0.731122612953186,0.7603428363800049,0.686009407043457,2802.1483137071755,0
0.7219737768173218,0.7325944900512695,0.7606757879257202,0.6855864524841309,2835.5072222036893,0
0.7229904532432556,0.7168644070625305,0.7591280937194824,0.6877180933952332,2868.8661307002035,0
0.7228071689605713,0.722754180431366,0.7580094337463379,0.6884074211120605,2902.2250391967173,0
0.7195804715156555,0.7260076999664307,0.7588483691215515,0.6869180798530579,2935.5839476932315,0
0.7136619091033936,0.7250701189041138,0.7574176788330078,0.686784565448761,2968.9428561897457,0
0.714763879776001,0.7210929989814758,0.7552947998046875,0.6912108659744263,3002.30176468626,0
0.7165675759315491,0.7306296229362488,0.7537330389022827,0.6913163661956787,3035.6606731827737,0
