missing_data,right_foot_x_pos,right_foot_y_pos,left_foot_x_pos,left_foot_y_pos,nose_x_pos,nose_y_pos,circles_running
True,,,,,,,False
True,,,,,,,False
True,,,,,,,False
True,,,,,,,False
True,,,,,,,False
True,,,,,,,False
False,0.09664934128522873,0.5080839991569519,0.0848979651927948,0.31324857473373413,0.13414444029331207,0.4541265070438385,False
False,0.11420311033725739,0.5328384041786194,0.10818678885698318,0.35130372643470764,0.14949385821819305,0.4532790780067444,False
False,0.11128544062376022,0.5269866585731506,0.10749899595975876,0.3818466067314148,0.17695632576942444,0.45410093665122986,False
False,0.05958148464560509,0.5239405632019043,0.07227961719036102,0.3842180371284485,0.19183935225009918,0.4571234881877899,False
False,0.13042905926704407,0.4850705564022064,0.1266535222530365,0.37727490067481995,0.21669721603393555,0.4679739475250244,False
False,0.16341395676136017,0.44599178433418274,0.14848139882087708,0.36776500940322876,0.24261945486068726,0.48243749141693115,False
False,0.16790823638439178,0.424909770488739,0.15820340812206268,0.33025628328323364,0.26045870780944824,0.4901972711086273,False
False,0.18558454513549805,0.44552621245384216,0.17388290166854858,0.31372693181037903,0.27962803840637207,0.5002169609069824,False
False,0.1746588796377182,0.3865777552127838,0.14931587874889374,0.2982272505760193,0.3008108139038086,0.5023791790008545,False
False,0.1567458063364029,0.3317749500274658,0.13955450057983398,0.28258317708969116,0.32418832182884216,0.5008366107940674,False
False,0.1517985463142395,0.3341578245162964,0.12519727647304535,0.27529942989349365,0.3450758755207062,0.49799442291259766,False
False,0.16296936571598053,0.3491322100162506,0.14357627928256989,0.28444811701774597,0.35926589369773865,0.5004905462265015,False
False,0.14928580820560455,0.28815990686416626,0.13895845413208008,0.2580716609954834,0.36505454778671265,0.5005367994308472,False
False,0.14776182174682617,0.2831798493862152,0.1365983635187149,0.2573019564151764,0.37418532371520996,0.5054963231086731,False
False,0.15972919762134552,0.29032912850379944,0.15204963088035583,0.2589191794395447,0.3912583291530609,0.5196684002876282,False
False,0.16046927869319916,0.2867720127105713,0.158880352973938,0.2652861177921295,0.3898797333240509,0.519079327583313,False
False,0.16523079574108124,0.2861410677433014,0.1667696088552475,0.26086360216140747,0.406462162733078,0.5205172300338745,False
False,0.17760784924030304,0.2935176491737366,0.17757168412208557,0.25554460287094116,0.4066964089870453,0.5217385292053223,False
False,0.17739205062389374,0.2752329409122467,0.17820295691490173,0.24908491969108582,0.41648465394973755,0.5206330418586731,False
False,0.18886062502861023,0.24930520355701447,0.18809418380260468,0.23643293976783752,0.41400954127311707,0.5199865102767944,False
False,0.1982584297657013,0.2278783619403839,0.19936679303646088,0.22733046114444733,0.415559858083725,0.5162277221679688,False
False,0.21141819655895233,0.22404253482818604,0.21364273130893707,0.21097920835018158,0.4167171120643616,0.511273980140686,False
False,0.22883504629135132,0.21808364987373352,0.2239518165588379,0.19457881152629852,0.41771626472473145,0.5036510229110718,False
False,0.23676826059818268,0.22990582883358002,0.23347841203212738,0.18864504992961884,0.42218834161758423,0.49409449100494385,False
False,0.2468591332435608,0.23735609650611877,0.2439909428358078,0.1815960705280304,0.4247354567050934,0.48338404297828674,False
False,0.25035360455513,0.24015192687511444,0.23116497695446014,0.14641667902469635,0.42641717195510864,0.47029727697372437,False
False,0.2531154751777649,0.3467472791671753,0.24184608459472656,0.15707959234714508,0.4265609681606293,0.46999385952949524,False
False,0.26948684453964233,0.5153063535690308,0.24050751328468323,0.14983214437961578,0.4288552403450012,0.47383248805999756,False
False,0.2633194625377655,0.5243502855300903,0.2309553027153015,0.18811959028244019,0.4307168126106262,0.4740588665008545,False
False,0.2672874927520752,0.537635326385498,0.23773610591888428,0.29673314094543457,0.4327848255634308,0.47473254799842834,False
False,0.25924643874168396,0.5194985270500183,0.2344537079334259,0.2664322257041931,0.4370400011539459,0.4765748977661133,False
False,0.25686386227607727,0.5182008147239685,0.2122441530227661,0.18246114253997803,0.43532776832580566,0.48199132084846497,False
False,0.23747047781944275,0.49920418858528137,0.217275008559227,0.15991346538066864,0.4333963096141815,0.4831317365169525,False
False,0.20625777542591095,0.5183075666427612,0.21729092299938202,0.1555214822292328,0.43536823987960815,0.48497214913368225,False
False,0.18540698289871216,0.4977150857448578,0.21731264889240265,0.1427110880613327,0.43469229340553284,0.4829683303833008,False
False,0.18855980038642883,0.4861268997192383,0.21651870012283325,0.12668555974960327,0.43524372577667236,0.48145967721939087,False
False,0.19401432573795319,0.4633215367794037,0.22731003165245056,0.13729850947856903,0.4345497190952301,0.4772602319717407,False
False,0.15631741285324097,0.4625135064125061,0.22412104904651642,0.14247366786003113,0.4344472289085388,0.4737556576728821,False
False,0.17363810539245605,0.4643782079219818,0.21796712279319763,0.14340431988239288,0.434836745262146,0.4749256670475006,False
False,0.1764676719903946,0.4717002213001251,0.21571345627307892,0.14413653314113617,0.43448400497436523,0.4753296375274658,False
False,0.14839129149913788,0.4867633283138275,0.21371187269687653,0.14457084238529205,0.4361100196838379,0.48063528537750244,False
False,0.14958855509757996,0.5187240242958069,0.21392613649368286,0.13021963834762573,0.4360271692276001,0.4874395728111267,False
False,0.14659738540649414,0.5289191603660583,0.21926243603229523,0.13207805156707764,0.4385101795196533,0.493040531873703,False
False,0.18041519820690155,0.5357252359390259,0.22376614809036255,0.14695389568805695,0.44026291370391846,0.4927842617034912,False
False,0.16849909722805023,0.5862677097320557,0.2308405339717865,0.16379201412200928,0.44656193256378174,0.4931057393550873,False
False,0.16841211915016174,0.5907894968986511,0.22919590771198273,0.1677495241165161,0.44777563214302063,0.4933912754058838,False
False,0.1689741611480713,0.5932156443595886,0.22367161512374878,0.17377115786075592,0.44849807024002075,0.4948585629463196,False
False,0.17179013788700104,0.5996447801589966,0.2236160784959793,0.19729164242744446,0.4507719874382019,0.49459585547447205,False
False,0.1748267561197281,0.5888496041297913,0.2370334416627884,0.23025695979595184,0.45085135102272034,0.4970613718032837,False
False,0.18579192459583282,0.5744719505310059,0.24456444382667542,0.23311442136764526,0.45006972551345825,0.49672818183898926,False
False,0.23410774767398834,0.43081194162368774,0.24071812629699707,0.26420658826828003,0.4495861828327179,0.49447885155677795,False
False,0.2622021734714508,0.42441773414611816,0.24768663942813873,0.27913883328437805,0.43951472640037537,0.4943650960922241,False
False,0.29234394431114197,0.42051035165786743,0.25760337710380554,0.2806167006492615,0.4367655813694,0.49428027868270874,False
False,0.27150261402130127,0.42425891757011414,0.23602715134620667,0.27443578839302063,0.4352070093154907,0.4917873740196228,False
False,0.2660953104496002,0.41423988342285156,0.2370874285697937,0.2896200120449066,0.4323335289955139,0.48548397421836853,False
False,0.26970458030700684,0.4357200860977173,0.23707784712314606,0.2996625304222107,0.43282201886177063,0.48504048585891724,False
False,0.2877771258354187,0.38959503173828125,0.2531178295612335,0.300601065158844,0.4312833249568939,0.4851381182670593,False
False,0.274067759513855,0.36844152212142944,0.24551740288734436,0.3032578229904175,0.43107596039772034,0.4923402667045593,False
False,0.2590758204460144,0.3563220202922821,0.24112758040428162,0.2970050275325775,0.4315132796764374,0.49072128534317017,False
False,0.2565139830112457,0.3802919089794159,0.23708048462867737,0.29610008001327515,0.4304068088531494,0.4906749725341797,False
False,0.2480713129043579,0.38780418038368225,0.22603635489940643,0.3133878707885742,0.43075501918792725,0.48930907249450684,False
False,0.23166991770267487,0.3939339220523834,0.21986298263072968,0.3417583405971527,0.4317077696323395,0.492340087890625,False
False,0.23222577571868896,0.39495614171028137,0.22188052535057068,0.3268774747848511,0.4322701096534729,0.4921659231185913,False
False,0.2259182184934616,0.4311881363391876,0.20059911906719208,0.326547235250473,0.4323866367340088,0.4958248734474182,False
False,0.22304868698120117,0.42804068326950073,0.20542851090431213,0.32427385449409485,0.43357864022254944,0.5026032328605652,False
False,0.23827257752418518,0.3949128985404968,0.21346911787986755,0.31019091606140137,0.4340328574180603,0.5023646950721741,False
False,0.23192733526229858,0.38888680934906006,0.20989012718200684,0.3076075613498688,0.433799684047699,0.5038723945617676,False
False,0.23450706899166107,0.39202722907066345,0.21734029054641724,0.29835113883018494,0.43389692902565,0.5042425990104675,False
False,0.22379839420318604,0.4306800067424774,0.20648065209388733,0.30323413014411926,0.4325297474861145,0.5053800940513611,False
False,0.22585192322731018,0.3964776396751404,0.20933601260185242,0.288217693567276,0.43133652210235596,0.5057570934295654,False
False,0.2290838360786438,0.4279446005821228,0.20957393944263458,0.2873696982860565,0.42706435918807983,0.49679306149482727,False
False,0.2344483882188797,0.4734780788421631,0.210919588804245,0.2624623775482178,0.42653724551200867,0.49425575137138367,False
False,0.23444722592830658,0.45686009526252747,0.2139890491962433,0.2496621310710907,0.42680624127388,0.4925479292869568,False
False,0.21887753903865814,0.5075355172157288,0.2132275104522705,0.23665139079093933,0.4277339279651642,0.4895686209201813,False
