right_foot_x_pos,right_foot_y_pos,left_foot_x_pos,left_foot_y_pos,nose_x_pos,nose_y_pos,circles_running
0.2178940623998642,0.7252432107925415,0.11415339261293411,0.7377005219459534,0.18025487661361694,0.009819388389587402,0
0.2221214771270752,0.7252705097198486,0.11896806210279465,0.7405120134353638,0.18176871538162231,0.009118820540606976,0
0.2234153002500534,0.7250451445579529,0.12102249264717102,0.7412749528884888,0.18058399856090546,0.009779269807040691,0
0.2216511070728302,0.725064754486084,0.12145031243562698,0.7419730424880981,0.18004712462425232,0.009520627558231354,0
0.2214619219303131,0.7250743508338928,0.12106159329414368,0.7424479126930237,0.1622840315103531,-0.013990478590130806,0
0.22029656171798706,0.7250670194625854,0.12207731604576111,0.7421247363090515,0.1661512851715088,-0.021898332983255386,0
0.14820224046707153,0.7399958968162537,0.1874038279056549,0.7412701845169067,0.14297904074192047,-0.04689320549368858,0
0.19189828634262085,0.7386034727096558,0.17589247226715088,0.7419343590736389,0.14857368171215057,-0.07722265273332596,0
,,,,,,0
0.13081374764442444,0.7497259974479675,0.22479920089244843,0.7226263880729675,0.13624805212020874,-0.030274391174316406,0
0.12990543246269226,0.7497220039367676,0.22391103208065033,0.7241722941398621,0.14873293042182922,-0.010362990200519562,0
0.12612585723400116,0.7497172355651855,0.22333158552646637,0.7246888875961304,0.15444302558898926,0.032185718417167664,0
0.12586136162281036,0.748436450958252,0.22368492186069489,0.7248632311820984,0.15667961537837982,-0.00767305213958025,0
0.12473779171705246,0.747909426689148,0.22486956417560577,0.7249652743339539,0.15605860948562622,0.0015381386037915945,0
0.12109004706144333,0.7475574612617493,0.22551007568836212,0.7251479029655457,0.15310002863407135,0.04449143633246422,0
0.12124916166067123,0.7475632429122925,0.22516214847564697,0.725146472454071,0.13888958096504211,0.027638563886284828,0
0.12175432592630386,0.7478269338607788,0.22499239444732666,0.7255799174308777,0.13746602833271027,0.021739665418863297,0
0.1182655468583107,0.7477166652679443,0.2246040403842926,0.7258313298225403,0.13797998428344727,0.0032464731484651566,0
0.11869625002145767,0.7473715543746948,0.22380609810352325,0.7256845235824585,0.1349925845861435,-0.004830304533243179,0
0.11847928166389465,0.7467629313468933,0.22079777717590332,0.7253897190093994,0.13657020032405853,-0.03924034163355827,0
0.19491221010684967,0.7348322868347168,0.13598062098026276,0.7383013963699341,0.13128098845481873,-0.07301072031259537,0
0.1388605684041977,0.7389103770256042,0.19297370314598083,0.7338092923164368,0.10910062491893768,-0.05275697261095047,0
0.10779028385877609,0.7588567137718201,0.21093782782554626,0.7310740947723389,0.12396389245986938,-0.06780841201543808,0
0.11012579500675201,0.7587111592292786,0.21500839293003082,0.7298536896705627,0.12357176095247269,-0.048049814999103546,0
0.11462859809398651,0.7580503225326538,0.2216939479112625,0.7287175059318542,0.13103114068508148,-0.0765620619058609,0
0.190887451171875,0.7424200773239136,0.13947950303554535,0.7391719222068787,0.13656719028949738,-0.06633756309747696,0
0.19658206403255463,0.736052393913269,0.13130617141723633,0.7431266903877258,0.1365017294883728,-0.0709136426448822,0
,,,,,,0
0.24143275618553162,0.718102753162384,0.11755486577749252,0.740253210067749,0.11702361702919006,-0.04696914553642273,0
0.20645011961460114,0.7246699333190918,0.13068734109401703,0.7431966662406921,0.14350935816764832,-0.061263006180524826,0
0.2300957292318344,0.7175679206848145,0.1320866197347641,0.7451550364494324,0.15421050786972046,-0.06876998394727707,0
0.13859349489212036,0.7446950078010559,0.2524912357330322,0.7173789143562317,0.1651414930820465,-0.06493378430604935,0
0.19007188081741333,0.7374239563941956,0.17395778000354767,0.7396190762519836,0.15235234797000885,-0.06269518285989761,0
0.13051486015319824,0.7496678233146667,0.26867327094078064,0.7136033773422241,0.1778104156255722,-0.06266733258962631,0
0.13175559043884277,0.7509812116622925,0.27576756477355957,0.7052094340324402,0.179594025015831,-0.06686253100633621,0
0.1280544400215149,0.7506867051124573,0.2795485556125641,0.7017216682434082,0.19340531527996063,-0.06638751924037933,0
0.12108194828033447,0.7504577040672302,0.2880881726741791,0.7020992040634155,0.20220507681369781,-0.06524528563022614,0
0.11797667294740677,0.750642716884613,0.293169230222702,0.7050073146820068,0.2274116575717926,-0.04913753643631935,0
0.12318355590105057,0.7506423592567444,0.2967472970485687,0.7074228525161743,0.24129274487495422,-0.03368740901350975,0
0.12014049291610718,0.7503884434700012,0.29435092210769653,0.7085403203964233,0.24767817556858063,0.060368865728378296,0
0.12468346953392029,0.7495194673538208,0.28880393505096436,0.7098759412765503,0.25804099440574646,0.07602249085903168,0
0.12037140876054764,0.7493325471878052,0.2923903465270996,0.7154366374015808,0.3136002719402313,0.06484246999025345,0
0.10912211239337921,0.7469552755355835,0.2913983166217804,0.7153130769729614,0.33855941891670227,0.08894301950931549,0
0.09766330569982529,0.740601658821106,0.29212138056755066,0.7181700468063354,0.3498425781726837,0.1102132797241211,0
0.0893825963139534,0.7377917766571045,0.2925877273082733,0.7175881266593933,0.3543751835823059,0.12421174347400665,0
0.09563061594963074,0.7342479825019836,0.2910592257976532,0.7171299457550049,0.3643166124820709,0.14943762123584747,0
0.1029050424695015,0.7243463397026062,0.29562410712242126,0.7170566916465759,0.374604731798172,0.16249166429042816,0
0.10705181211233139,0.7226178050041199,0.29454630613327026,0.7158947587013245,0.3804164230823517,0.18007294833660126,0
0.11858118325471878,0.7107489705085754,0.297383189201355,0.71845543384552,0.38361620903015137,0.19993561506271362,0
0.13379913568496704,0.7016796469688416,0.2999829053878784,0.719790518283844,0.38855788111686707,0.20884844660758972,0
0.15435385704040527,0.698948323726654,0.30062904953956604,0.7196606993675232,0.3925700783729553,0.22578470408916473,0
0.16935278475284576,0.6973291039466858,0.3003220558166504,0.7229500412940979,0.39542973041534424,0.23354685306549072,0
0.18461880087852478,0.6927695274353027,0.30457016825675964,0.722865104675293,0.3986184895038605,0.24504214525222778,0
0.2000465840101242,0.6940757036209106,0.3053659200668335,0.7218512296676636,0.401078999042511,0.2556970715522766,0
0.21361707150936127,0.6964033246040344,0.303739994764328,0.7216039299964905,0.4047527611255646,0.2565276324748993,0
0.21338796615600586,0.7284019589424133,0.30318784713745117,0.7190396189689636,0.40717142820358276,0.25826194882392883,0
0.21183790266513824,0.7144209742546082,0.3027913272380829,0.7190282940864563,0.4093691408634186,0.2626121938228607,0
0.2158403992652893,0.7092757225036621,0.3024232089519501,0.7292917966842651,0.4117093086242676,0.2701452076435089,0
0.21229307353496552,0.7088333964347839,0.3022611439228058,0.7299496531486511,0.41538575291633606,0.273029088973999,0
0.21005205810070038,0.707034707069397,0.30947253108024597,0.7222388386726379,0.41725215315818787,0.27604421973228455,0
0.21038389205932617,0.7048434019088745,0.3087472915649414,0.7292345762252808,0.41938140988349915,0.2782575190067291,0
0.21139024198055267,0.6995493173599243,0.31355810165405273,0.715266227722168,0.42680323123931885,0.2719074487686157,0
0.2120482325553894,0.695570707321167,0.33659976720809937,0.7414687275886536,0.43196624517440796,0.26809486746788025,0
0.21476446092128754,0.6924999356269836,0.33087044954299927,0.7113913893699646,0.43743768334388733,0.26683133840560913,0
0.215558722615242,0.6914251446723938,0.33884456753730774,0.6989719271659851,0.4387158751487732,0.26228371262550354,0
0.21586140990257263,0.6914736032485962,0.3437357544898987,0.6976709961891174,0.44301295280456543,0.2531755864620209,0
0.21592006087303162,0.6920160055160522,0.34951990842819214,0.6947954893112183,0.4416907727718353,0.2513939142227173,0
0.21540598571300507,0.6879634857177734,0.3777196705341339,0.6795581579208374,0.4432436525821686,0.24775636196136475,0
0.21495391428470612,0.6887434124946594,0.37366020679473877,0.7172516584396362,0.4418356418609619,0.24705259501934052,0
0.21449729800224304,0.6873764991760254,0.38470256328582764,0.6487195491790771,0.44140711426734924,0.2473108172416687,0
