right_foot_x_pos,right_foot_y_pos,left_foot_x_pos,left_foot_y_pos,circles_running
0.713860809803009,0.48459428548812866,0.6777952909469604,0.5107324123382568,0
0.7133289575576782,0.4812718331813812,0.6797588467597961,0.5107778906822205,0
0.7135012149810791,0.4804078936576843,0.6846057176589966,0.5107531547546387,0
0.7107585072517395,0.4799483120441437,0.6838955283164978,0.5107332468032837,0
0.7080134749412537,0.4795096814632416,0.6832859516143799,0.5135790705680847,0
0.7065423727035522,0.47893279790878296,0.6822608113288879,0.5143297910690308,0
0.7064024209976196,0.4789300262928009,0.6815653443336487,0.5171455144882202,0
0.7046247124671936,0.47898611426353455,0.6773608922958374,0.5247412919998169,0
0.7048977017402649,0.47919878363609314,0.675505518913269,0.5260986685752869,0
0.7045862078666687,0.47912466526031494,0.6756855249404907,0.5248605608940125,0
0.7040238976478577,0.4791582524776459,0.674858808517456,0.5228213667869568,0
0.7040285468101501,0.4789416491985321,0.6749565005302429,0.5137980580329895,0
0.704230546951294,0.4765467047691345,0.6763937473297119,0.5075258016586304,0
0.7043464779853821,0.4742186963558197,0.6775185465812683,0.5028143525123596,0
0.7044560313224792,0.47367462515830994,0.6782693266868591,0.502308189868927,0
0.7045286297798157,0.4731843173503876,0.6794232726097107,0.49996688961982727,0
0.7056587338447571,0.4724383056163788,0.6811105608940125,0.49722418189048767,0
0.7056421041488647,0.47237369418144226,0.6811568140983582,0.4958416223526001,0
0.7044205069541931,0.47261184453964233,0.6810570359230042,0.49704059958457947,0
0.7011457085609436,0.47349095344543457,0.681291937828064,0.4976998269557953,0
0.6997450590133667,0.47363409399986267,0.6812267303466797,0.49832022190093994,0
0.6983597874641418,0.47449052333831787,0.6811854839324951,0.49863123893737793,0
0.6982696056365967,0.4750451445579529,0.6801624894142151,0.4990888237953186,0
0.696815013885498,0.47690314054489136,0.6796607375144958,0.50038081407547,0
0.6965568661689758,0.47994476556777954,0.67818683385849,0.5007649064064026,0
0.6995835900306702,0.48098015785217285,0.6783508062362671,0.5017668604850769,0
0.7074397802352905,0.47840410470962524,0.6785337328910828,0.5026156902313232,0
0.710075855255127,0.4719603955745697,0.6788030862808228,0.5026944279670715,0
0.7178635597229004,0.4721111059188843,0.6796724200248718,0.5028208494186401,0
0.7218887805938721,0.4721437096595764,0.6794684529304504,0.5027328729629517,0
0.7200019955635071,0.4703448712825775,0.6793913245201111,0.502281665802002,0
0.7195186018943787,0.45870113372802734,0.679416835308075,0.5021069645881653,0
0.719020426273346,0.4565221667289734,0.6790125370025635,0.5021184682846069,0
0.7184017896652222,0.4544074535369873,0.6790710091590881,0.5020174980163574,0
0.7178065776824951,0.454056054353714,0.6782470345497131,0.5018563270568848,0
0.7177129983901978,0.4557923674583435,0.6773689985275269,0.5020062923431396,0
0.717713475227356,0.4599434435367584,0.677931010723114,0.504052996635437,0
0.7174818515777588,0.4664158225059509,0.6779308319091797,0.5051939487457275,0
0.7173106670379639,0.467529833316803,0.6777937412261963,0.505929172039032,0
0.717214047908783,0.4674444794654846,0.6778410077095032,0.5064250826835632,0
0.7171510457992554,0.4674610495567322,0.6778472661972046,0.5067806243896484,0
0.7176250219345093,0.45150628685951233,0.6780449151992798,0.5067479610443115,0
0.7182261943817139,0.4488077759742737,0.6781086325645447,0.5061015486717224,0
0.7181446552276611,0.4456690847873688,0.678167998790741,0.5054255723953247,0
0.7181689739227295,0.4505583345890045,0.6783078908920288,0.5044800043106079,0
0.7182338237762451,0.4533366560935974,0.6784558892250061,0.5038792490959167,0
0.7202579975128174,0.44740861654281616,0.678561270236969,0.5034511685371399,0
0.720117449760437,0.4452713429927826,0.6785658597946167,0.50286465883255,0
