missing_data,right_foot_x_pos,right_foot_y_pos,left_foot_x_pos,left_foot_y_pos,nose_x_pos,nose_y_pos,amplitude_lack
False,0.3671717643737793,0.6704378128051758,0.37269657850265503,0.6342010498046875,0.5900948643684387,0.33610960841178894,False
False,0.3575608432292938,0.6458311676979065,0.34991592168807983,0.6272929310798645,0.5974875688552856,0.33430036902427673,False
False,0.32905083894729614,0.6302796006202698,0.31824174523353577,0.6133466362953186,0.6000399589538574,0.3318559229373932,False
False,0.30863726139068604,0.6175974607467651,0.29738879203796387,0.6031851172447205,0.6003139615058899,0.33021625876426697,False
False,0.2875109016895294,0.6309064030647278,0.28251057863235474,0.5999159216880798,0.6001186370849609,0.3213950991630554,False
False,0.279248982667923,0.6140022873878479,0.2773275077342987,0.5983020067214966,0.5993727445602417,0.31397977471351624,False
False,0.28050002455711365,0.596948504447937,0.29635873436927795,0.6022431254386902,0.5989737510681152,0.3103804886341095,False
False,0.2992524802684784,0.5830432772636414,0.3000839650630951,0.5932428240776062,0.59796541929245,0.30697885155677795,False
False,0.3177119195461273,0.5997713804244995,0.351801335811615,0.597708523273468,0.5918296575546265,0.30217480659484863,False
False,0.3825243413448334,0.6023991107940674,0.40014639496803284,0.5994418263435364,0.5793882012367249,0.303818941116333,False
True,,,,,,,False
False,0.4625019431114197,0.7116160988807678,0.5181613564491272,0.7226924896240234,0.5498262047767639,0.2946341931819916,False
False,0.5324974656105042,0.7203406691551208,0.601477324962616,0.6955379843711853,0.544451892375946,0.29428809881210327,False
False,0.6006370782852173,0.6990986466407776,0.6351262331008911,0.681108832359314,0.5289356112480164,0.29375654458999634,False
False,0.6735354065895081,0.6297900080680847,0.6515566110610962,0.6499441862106323,0.518061101436615,0.29304108023643494,False
False,0.680496871471405,0.5995272397994995,0.6883843541145325,0.6512216925621033,0.5098366141319275,0.28954029083251953,False
False,0.7253031134605408,0.5881972908973694,0.7064263224601746,0.6314089894294739,0.498513400554657,0.2833135724067688,False
False,0.7358908653259277,0.6067853569984436,0.73289954662323,0.6070208549499512,0.4951413571834564,0.2733056843280792,False
False,0.7411987781524658,0.5779406428337097,0.729323148727417,0.577211320400238,0.49365586042404175,0.26669880747795105,False
False,0.7203807830810547,0.5636836290359497,0.7207502126693726,0.55922931432724,0.493667334318161,0.2651354968547821,False
False,0.7063369750976562,0.5332793593406677,0.6867972612380981,0.5889685153961182,0.4974936544895172,0.25980764627456665,False
False,0.6813938617706299,0.5581496953964233,0.6719222068786621,0.5665434002876282,0.50136798620224,0.26222729682922363,False
False,0.631574273109436,0.5782386064529419,0.6434286832809448,0.5798192024230957,0.5032971501350403,0.266848087310791,False
False,0.5912959575653076,0.5848637819290161,0.6068179607391357,0.5836110711097717,0.5202039480209351,0.26805379986763,False
False,0.5551950931549072,0.5394884943962097,0.5626857876777649,0.5210793018341064,0.5337672233581543,0.2688247561454773,False
False,0.5319187045097351,0.5507346987724304,0.5430321097373962,0.4944572448730469,0.5451059341430664,0.27871254086494446,False
False,0.5103928446769714,0.5447444915771484,0.5454540252685547,0.5192590951919556,0.5529536008834839,0.29349419474601746,False
False,0.47680577635765076,0.5503212213516235,0.5338236689567566,0.5377984046936035,0.5649817585945129,0.3108244240283966,False
False,0.45611846446990967,0.5567666888237,0.5453791618347168,0.5615730881690979,0.5795755386352539,0.31903329491615295,False
False,0.4371798634529114,0.5726787447929382,0.5518831610679626,0.5539215803146362,0.592064380645752,0.3240926265716553,False
False,0.4267420470714569,0.5785786509513855,0.5448606610298157,0.559899628162384,0.5982256531715393,0.33271926641464233,False
False,0.4585268795490265,0.5629059672355652,0.550831139087677,0.5603895783424377,0.6000766754150391,0.3424077033996582,False
False,0.4235289692878723,0.5622328519821167,0.5474341511726379,0.573475182056427,0.5938965082168579,0.3358498513698578,False
False,0.3745654225349426,0.5729830265045166,0.5281968116760254,0.5818543434143066,0.595201849937439,0.32984042167663574,False
False,0.3200509250164032,0.6039740443229675,0.40851762890815735,0.6206765174865723,0.6054161787033081,0.3172353208065033,False
False,0.31041377782821655,0.6119840145111084,0.32738062739372253,0.6225617527961731,0.6041157841682434,0.3032774329185486,False
False,0.3255167305469513,0.6292919516563416,0.336844801902771,0.6154844760894775,0.5982828736305237,0.2940322756767273,False
False,0.33994269371032715,0.6204467415809631,0.3561866283416748,0.6360082030296326,0.5921431183815002,0.28902164101600647,False
False,0.3679984509944916,0.6323517560958862,0.3894596993923187,0.6657034754753113,0.5838611125946045,0.28629621863365173,False
False,0.39422905445098877,0.6745445132255554,0.41470086574554443,0.6905989646911621,0.5729469060897827,0.28638914227485657,False
True,,,,,,,False
False,0.5220089554786682,0.6826531887054443,0.5674892067909241,0.5974221229553223,0.5514054298400879,0.2846279740333557,False
False,0.5774365663528442,0.6290135979652405,0.6049175262451172,0.6090657114982605,0.5424449443817139,0.2844095826148987,False
False,0.6554172039031982,0.5971686244010925,0.6554079055786133,0.6086891293525696,0.5303030610084534,0.2841250002384186,False
False,0.6844123005867004,0.6135941743850708,0.6912510395050049,0.6085638999938965,0.5187252163887024,0.2817738652229309,False
False,0.7143484950065613,0.6040076613426208,0.7289156317710876,0.5916863679885864,0.5075259804725647,0.27649930119514465,False
False,0.7304279208183289,0.5955279469490051,0.7413505911827087,0.581946849822998,0.4996536672115326,0.2749236226081848,False
False,0.7383923530578613,0.5949900150299072,0.7433068156242371,0.5791935920715332,0.49413707852363586,0.27122458815574646,False
False,0.7040716409683228,0.6089374423027039,0.7352026700973511,0.5820990204811096,0.4895783066749573,0.26706400513648987,False
False,0.6971988081932068,0.5926448106765747,0.7228425145149231,0.5836190581321716,0.4871745705604553,0.2667735815048218,False
False,0.6931995749473572,0.5955935120582581,0.7039634585380554,0.5917661786079407,0.4905567467212677,0.26668858528137207,False
False,0.6811577081680298,0.5968561172485352,0.6707620024681091,0.6003608703613281,0.4902458190917969,0.26918303966522217,False
False,0.6508863568305969,0.6080676317214966,0.6465553045272827,0.6115217804908752,0.4952341318130493,0.27633997797966003,False
False,0.6113658547401428,0.6087540984153748,0.6153063178062439,0.6086182594299316,0.499393105506897,0.2715488076210022,False
False,0.5939549803733826,0.6268337368965149,0.6120119094848633,0.6245068311691284,0.5131932497024536,0.27876734733581543,False
False,0.5972782373428345,0.6463305354118347,0.612107515335083,0.6436108350753784,0.5228230357170105,0.29746121168136597,False
False,0.5024393796920776,0.56922447681427,0.5238307118415833,0.5436087846755981,0.5339483618736267,0.3141404688358307,False
False,0.4697680175304413,0.573803186416626,0.5397836565971375,0.5702714920043945,0.5471305251121521,0.3308922052383423,False
False,0.4511844515800476,0.5665324330329895,0.5383739471435547,0.5376949906349182,0.5435335040092468,0.371366411447525,False
False,0.4223443567752838,0.5775381922721863,0.5295346975326538,0.5354928970336914,0.5635530352592468,0.38116124272346497,False
False,0.369203120470047,0.6166619062423706,0.5146850347518921,0.5103279948234558,0.5590988993644714,0.38474446535110474,False
