missing_data,right_foot_x_pos,right_foot_y_pos,left_foot_x_pos,left_foot_y_pos,nose_x_pos,nose_y_pos,amplitude_lack
False,0.2957016825675964,0.6973327398300171,0.2965312302112579,0.6926206946372986,0.5310357213020325,0.3730945885181427,False
False,0.2972608208656311,0.6967467665672302,0.2977017760276794,0.689827024936676,0.534432053565979,0.3767185509204864,False
False,0.2967660129070282,0.6921838521957397,0.2967675328254699,0.6855851411819458,0.5429794192314148,0.3817494213581085,False
False,0.2874020636081695,0.6800428032875061,0.2953712046146393,0.6843428611755371,0.5489394664764404,0.3902529180049896,False
False,0.2781238257884979,0.6749119162559509,0.280357301235199,0.6731767654418945,0.5555638074874878,0.3978368639945984,False
False,0.2589713633060455,0.6656584739685059,0.2744263708591461,0.6745932102203369,0.5619421601295471,0.4020526111125946,False
False,0.2614808082580566,0.661902666091919,0.2768770754337311,0.6752781867980957,0.5688419938087463,0.4034586548805237,False
False,0.2690310180187225,0.6570862531661987,0.2742105424404144,0.6580738425254822,0.5750890970230103,0.4034640789031982,False
False,0.2822986841201782,0.6202565431594849,0.3001745939254761,0.6417763829231262,0.5797240734100342,0.4012778103351593,False
False,0.3308998942375183,0.5893633961677551,0.3432738184928894,0.6319438219070435,0.579988956451416,0.3982760012149811,False
False,0.3749969899654388,0.5392416715621948,0.3673596084117889,0.5142874717712402,0.5819292068481445,0.3806425034999847,False
False,0.4160453677177429,0.584869921207428,0.4086669385433197,0.5494191646575928,0.5804150104522705,0.3644053936004638,False
False,0.5248387455940247,0.5645188689231873,0.5291901230812073,0.5556732416152954,0.5775358080863953,0.3487448096275329,False
True,0.64775550365448,0.5724763870239258,0.6017019152641296,0.5541099309921265,0.5564132332801819,0.3103727102279663,False
False,0.64775550365448,0.5724763870239258,0.6017019152641296,0.5541099309921265,0.5564132332801819,0.3103727102279663,False
False,0.6709834337234497,0.5688989758491516,0.6641845107078552,0.5683455467224121,0.5498955845832825,0.303188145160675,False
False,0.679897665977478,0.5690462589263916,0.6745863556861877,0.5804670453071594,0.5384132862091064,0.2961822152137756,False
False,0.6719068884849548,0.6109155416488647,0.6595974564552307,0.6008142232894897,0.5258444547653198,0.2892956137657165,False
False,0.6682382225990295,0.6041132211685181,0.651792585849762,0.598735511302948,0.5158399343490601,0.2746374905109405,False
False,0.5924966931343079,0.570658802986145,0.6126548647880554,0.5869490504264832,0.5142603516578674,0.2671826481819153,False
False,0.6224623322486877,0.5376366376876831,0.6020429730415344,0.5273475646972656,0.5110132098197937,0.266738086938858,False
False,0.6634020209312439,0.5504474639892578,0.640428900718689,0.54253089427948,0.514401376247406,0.2638974785804748,False
False,0.6927356719970703,0.6342255473136902,0.6666017174720764,0.5966456532478333,0.5189433097839355,0.2617462873458862,False
False,0.6785210371017456,0.6059750318527222,0.6576942205429077,0.5793738961219788,0.5235196352005005,0.2557127773761749,False
False,0.5408700704574585,0.5414162874221802,0.5248741507530212,0.5535998344421387,0.5383613109588623,0.2604957520961761,False
False,0.5237014293670654,0.5536989569664001,0.5138939023017883,0.5681458711624146,0.5489784479141235,0.2629182338714599,False
