missing_data,right_wrist_y_pos,left_wrist_y_pos,right_foot_x_pos,right_foot_y_pos,left_foot_x_pos,left_foot_y_pos,timestamp
False,0.581141471862793,0.5327838063240051,0.3897468149662018,0.6202780604362488,0.5352349877357483,0.5895882844924927,0.0
True,,,,,,,33.35779571685902
False,0.4364139139652252,0.4409845769405365,0.557051420211792,0.6470061540603638,0.49538177251815796,0.6952188611030579,66.71559143371805
False,0.43640977144241333,0.5083390474319458,0.5898565649986267,0.6104089617729187,0.5277454853057861,0.6705386638641357,100.07338715057708
False,0.4412813186645508,0.519654393196106,0.6290315985679626,0.6041203737258911,0.5836930871009827,0.6405090689659119,133.4311828674361
False,0.44248461723327637,0.5513942241668701,0.651217520236969,0.5771917104721069,0.6068613529205322,0.6159275770187378,166.78897858429514
False,0.4504978656768799,0.5356730818748474,0.673586905002594,0.5601038932800293,0.6344481110572815,0.5540484189987183,200.14677430115415
False,0.45074352622032166,0.5392957329750061,0.6814014911651611,0.5536848902702332,0.6290667653083801,0.5658978819847107,233.5045700180132
False,0.42005571722984314,0.5313893556594849,0.6958903670310974,0.5760555267333984,0.6249800324440002,0.5746960639953613,266.8623657348722
False,0.42558369040489197,0.5324162244796753,0.6972715258598328,0.5862846374511719,0.6273794770240784,0.5758376121520996,300.22016145173126
False,0.4338131844997406,0.5306845903396606,0.685935378074646,0.5903812050819397,0.62689608335495,0.5643585324287415,333.5779571685903
False,0.4387689232826233,0.5225549340248108,0.6920568943023682,0.6137359142303467,0.6387745141983032,0.5734954476356506,366.9357528854493
False,0.45889991521835327,0.5238907337188721,0.6752107739448547,0.6219482421875,0.6126917600631714,0.5483171939849854,400.2935486023083
False,0.48512476682662964,0.5228402018547058,0.6430386304855347,0.6210793852806091,0.5322717428207397,0.49638858437538147,433.6513443191674
False,0.4807147979736328,0.5259343385696411,0.6002122759819031,0.6186244487762451,0.5374305844306946,0.5247395634651184,467.0091400360264
False,0.47351688146591187,0.5201611518859863,0.5612460374832153,0.5610815286636353,0.5225217938423157,0.5277866125106812,500.36693575288535
False,0.5090600848197937,0.5325744152069092,0.5390577912330627,0.5027807354927063,0.5156002640724182,0.4715842604637146,533.7247314697444
False,0.5238876342773438,0.5343030691146851,0.5500558614730835,0.5192280411720276,0.4979237914085388,0.5101819634437561,567.0825271866034
False,0.5238618850708008,0.5342982411384583,0.5751253962516785,0.596315860748291,0.5404659509658813,0.5989536643028259,600.4403229034625
False,0.5173678994178772,0.520950973033905,0.5776222348213196,0.6102404594421387,0.4067162871360779,0.6129884123802185,633.7981186203216
False,0.5280521512031555,0.4783508777618408,0.5695397257804871,0.6060381531715393,0.3616606295108795,0.5881806015968323,667.1559143371805
False,0.5252876877784729,0.46427977085113525,0.5453903079032898,0.5854864716529846,0.3546742796897888,0.5683023929595947,700.5137100540396
False,0.5244624018669128,0.44545799493789673,0.5353416204452515,0.5463881492614746,0.32182079553604126,0.567467451095581,733.8715057708986
False,0.5218566060066223,0.4291047155857086,0.42920517921447754,0.5557994842529297,0.30695074796676636,0.5659648776054382,767.2293014877575
False,0.5325971245765686,0.4204200208187103,0.36597535014152527,0.5969175696372986,0.2764551341533661,0.55338454246521,800.5870972046166
False,0.536533772945404,0.42349839210510254,0.31288474798202515,0.6348370313644409,0.27981698513031006,0.5908086895942688,833.9448929214757
False,0.5389173030853271,0.4394444525241852,0.3118794858455658,0.6765918135643005,0.28805211186408997,0.6237568259239197,867.3026886383348
False,0.5424354076385498,0.4420565068721771,0.31599104404449463,0.6822316646575928,0.30404332280158997,0.6483237147331238,900.6604843551937
False,0.5378196835517883,0.43228238821029663,0.33876514434814453,0.6842543482780457,0.3224436044692993,0.6528875827789307,934.0182800720528
False,0.5353297591209412,0.4349358081817627,0.3700318932533264,0.7219372987747192,0.34135815501213074,0.6740148663520813,967.3760757889119
False,0.5389920473098755,0.441509872674942,0.4067370891571045,0.7163103222846985,0.39209023118019104,0.687873363494873,1000.7338715057707
False,0.549712061882019,0.5142845511436462,0.4323037266731262,0.7087047100067139,0.4123964309692383,0.660793125629425,1034.09166722263
False,0.5798379778862,0.5127125382423401,0.5837671160697937,0.6815217137336731,0.556747555732727,0.6325441002845764,1067.4494629394887
False,0.5466315746307373,0.39754045009613037,0.6197014451026917,0.6785497665405273,0.5767936110496521,0.613587498664856,1100.807258656348
True,,,,,,,1134.1650543732069
False,0.48515430092811584,0.5418936014175415,0.6913182139396667,0.6259076595306396,0.6492429971694946,0.6402084827423096,1167.5228500900657
False,0.4903414249420166,0.5316532254219055,0.7054928541183472,0.5870056748390198,0.6488750576972961,0.6256077885627747,1200.880645806925
False,0.49995186924934387,0.5326189398765564,0.7310710549354553,0.5888131856918335,0.6565442085266113,0.6108588576316833,1234.2384415237839
False,0.4532657861709595,0.529837965965271,0.7408011555671692,0.5969675779342651,0.6760713458061218,0.6052729487419128,1267.5962372406432
False,0.44174274802207947,0.5266343355178833,0.7339555025100708,0.6022509932518005,0.6698548793792725,0.6006327867507935,1300.954032957502
False,0.431842178106308,0.5254717469215393,0.7279766798019409,0.6049773693084717,0.6351661682128906,0.6021949648857117,1334.311828674361
False,0.4332655072212219,0.5233296155929565,0.7111415266990662,0.6068033576011658,0.6396665573120117,0.6051362156867981,1367.6696243912202
False,0.43914714455604553,0.5101142525672913,0.6747480034828186,0.6079357862472534,0.6407070755958557,0.6056883335113525,1401.0274201080792
False,0.4332999289035797,0.49558568000793457,0.6458943486213684,0.6086632013320923,0.6248994469642639,0.5838749408721924,1434.385215824938
False,0.46021780371665955,0.4939320981502533,0.5958420038223267,0.6090989112854004,0.5225117206573486,0.514661431312561,1467.7430115417972
