missing_data,right_wrist_y_pos,left_wrist_y_pos,right_foot_x_pos,right_foot_y_pos,left_foot_x_pos,left_foot_y_pos
False,0.511620044708252,0.5410268902778625,0.2735629677772522,0.6973514556884766,0.3118317127227783,0.6723579168319702
False,0.5119048953056335,0.5410330295562744,0.2746066451072693,0.6977346539497375,0.3126190304756164,0.676062822341919
False,0.5187649726867676,0.5410219430923462,0.2745876610279083,0.6962081789970398,0.2958395779132843,0.6765652298927307
False,0.5241274833679199,0.5404843688011169,0.2729219794273376,0.6946489214897156,0.2819376587867737,0.673724353313446
False,0.5233926773071289,0.5405266880989075,0.2721991240978241,0.6875853538513184,0.273187518119812,0.6669514775276184
False,0.5237545967102051,0.5399697422981262,0.2685831189155578,0.6791112422943115,0.2714034914970398,0.6661161780357361
False,0.5252038240432739,0.539107620716095,0.2621857821941376,0.6499662399291992,0.2665738463401794,0.6551510095596313
False,0.5246307253837585,0.5362910032272339,0.2554572522640228,0.6186090707778931,0.2738228142261505,0.6430155038833618
False,0.5239301919937134,0.5362089276313782,0.2658804059028625,0.6100317239761353,0.2858523428440094,0.6253679990768433
False,0.5238125324249268,0.5284331440925598,0.2948092520236969,0.5965623259544373,0.3496826887130737,0.618301272392273
False,0.5215986371040344,0.5229159593582153,0.3613489866256714,0.5958159565925598,0.3786625862121582,0.5916096568107605
False,0.4645379781723022,0.504288375377655,0.3807011842727661,0.6016490459442139,0.3907535076141357,0.5870392918586731
False,0.4400758743286133,0.4901399612426758,0.5192657113075256,0.6041587591171265,0.556208610534668,0.6057148575782776
True,0.5218003988265991,0.5784919261932373,0.4699368178844452,0.3704357147216797,0.4801733791828155,0.3873371481895447
True,0.5218003988265991,0.5784919261932373,0.4699368178844452,0.3704357147216797,0.4801733791828155,0.3873371481895447
False,0.5218003988265991,0.5784919261932373,0.4699368178844452,0.3704357147216797,0.4801733791828155,0.3873371481895447
False,0.5621773600578308,0.5481823682785034,0.462432861328125,0.5143921375274658,0.4707099497318268,0.5095471143722534
True,0.52605140209198,0.5268861055374146,0.6801883578300476,0.6240170001983643,0.6724755764007568,0.6244048476219177
False,0.52605140209198,0.5268861055374146,0.6801883578300476,0.6240170001983643,0.6724755764007568,0.6244048476219177
False,0.5259724855422974,0.525292694568634,0.6798874139785767,0.6278055310249329,0.6722743511199951,0.6281524896621704
False,0.5253919363021851,0.5182024836540222,0.6623982787132263,0.6308887600898743,0.6560807228088379,0.6315020322799683
False,0.524628221988678,0.4984262883663177,0.6303631663322449,0.6335349678993225,0.6272111535072327,0.6309891939163208
