missing_data,right_wrist_y_pos,left_wrist_y_pos,right_foot_x_pos,right_foot_y_pos,left_foot_x_pos,left_foot_y_pos,timestamp
False,0.4837958514690399,0.5136545896530151,0.7058825492858887,0.6517001986503601,0.6949701309204102,0.6588804125785828,0.0
False,0.4624466598033905,0.5126450061798096,0.7145313024520874,0.6516357660293579,0.7005492448806763,0.6582819819450378,33.36666666666667
False,0.4660332202911377,0.5143278241157532,0.719795823097229,0.6416128873825073,0.7052586078643799,0.6463847160339355,66.73333333333333
False,0.4626786708831787,0.5172651410102844,0.7273801565170288,0.6187372803688049,0.6481191515922546,0.5736488699913025,100.10000000000001
False,0.44793128967285156,0.5003130435943604,0.7239908576011658,0.5851035714149475,0.6617782115936279,0.5748642683029175,133.46666666666667
False,0.453835129737854,0.47728779911994934,0.7096255421638489,0.5928963422775269,0.6666808128356934,0.5792555809020996,166.83333333333334
False,0.4323680102825165,0.4858616888523102,0.6179065704345703,0.5845486521720886,0.6324622631072998,0.5941512584686279,200.20000000000002
False,0.41699686646461487,0.4845009744167328,0.54954993724823,0.5268154144287109,0.5373525023460388,0.549620509147644,233.56666666666666
False,0.4211878180503845,0.4862734079360962,0.5209938287734985,0.5047959685325623,0.49323970079421997,0.5231122970581055,266.93333333333334
False,0.4603174328804016,0.5265870094299316,0.5257485508918762,0.5083647966384888,0.4341229200363159,0.5901703834533691,300.3
False,0.4976796507835388,0.549963116645813,0.5084850788116455,0.4484870135784149,0.46046844124794006,0.5574204921722412,333.6666666666667
False,0.4961250424385071,0.5403239130973816,0.5024083256721497,0.5239458084106445,0.454432874917984,0.5860474705696106,367.03333333333336
False,0.4887141287326813,0.5422355532646179,0.4544368088245392,0.5445372462272644,0.39570164680480957,0.6005485653877258,400.40000000000003
False,0.49661195278167725,0.5375906825065613,0.5023499131202698,0.5454674363136292,0.38632041215896606,0.6184479594230652,433.7666666666667
False,0.49042409658432007,0.5147610902786255,0.4889652132987976,0.5331586003303528,0.38178107142448425,0.6114147901535034,467.1333333333333
False,0.4894649386405945,0.5163904428482056,0.529045581817627,0.5316670536994934,0.41121041774749756,0.5717571973800659,500.50000000000006
False,0.49809861183166504,0.5305829048156738,0.5186712741851807,0.4459439218044281,0.4084937870502472,0.5260542631149292,533.8666666666667
False,0.49519532918930054,0.5194621086120605,0.5196424126625061,0.48523375391960144,0.3956436812877655,0.5482489466667175,567.2333333333333
False,0.49328646063804626,0.4832684099674225,0.566923975944519,0.5768401622772217,0.4045258164405823,0.5537174940109253,600.6
False,0.4887559115886688,0.4563884139060974,0.4552040696144104,0.5548852682113647,0.39423254132270813,0.5467125177383423,633.9666666666667
False,0.48958075046539307,0.45706072449684143,0.4938795864582062,0.5611527562141418,0.3922870457172394,0.5843822360038757,667.3333333333334
False,0.47456037998199463,0.40850257873535156,0.501151442527771,0.5795722007751465,0.3993711471557617,0.5652525424957275,700.7
False,0.466210275888443,0.40595418214797974,0.45977306365966797,0.5687218904495239,0.35580340027809143,0.5283561944961548,734.0666666666667
False,0.43681153655052185,0.4162203073501587,0.4025658965110779,0.5941702127456665,0.34828540682792664,0.5346344709396362,767.4333333333334
False,0.4482029378414154,0.4345718026161194,0.4012490212917328,0.6424387693405151,0.3747256100177765,0.6301618218421936,800.8000000000001
False,0.451931357383728,0.44915175437927246,0.4259900450706482,0.6748207807540894,0.41757649183273315,0.6921992301940918,834.1666666666667
False,0.4794062674045563,0.5032278299331665,0.5625821352005005,0.6441252827644348,0.5299869179725647,0.6437414288520813,867.5333333333334
False,0.4918632507324219,0.49998193979263306,0.5866523385047913,0.6951853632926941,0.586733877658844,0.7088537216186523,900.9000000000001
False,0.4957403540611267,0.5233739018440247,0.6335960626602173,0.6643283367156982,0.6481779217720032,0.6890033483505249,934.2666666666667
False,0.4921303689479828,0.5223917365074158,0.6743353605270386,0.6511917114257812,0.6863443851470947,0.6941184401512146,967.6333333333333
False,0.4636199474334717,0.5195503830909729,0.7190656065940857,0.6429383158683777,0.7067501544952393,0.6766497492790222,1001.0000000000001
False,0.4659779965877533,0.5276753306388855,0.7299134135246277,0.6205765604972839,0.6846581697463989,0.6663388609886169,1034.3666666666666
False,0.45239466428756714,0.5357793569564819,0.7256820201873779,0.604017972946167,0.6971533894538879,0.6417388319969177,1067.7333333333333
False,0.4332202672958374,0.5254173874855042,0.7169620990753174,0.5834453105926514,0.678159236907959,0.6046087145805359,1101.1
False,0.43498796224594116,0.5321798324584961,0.7044419050216675,0.5690016150474548,0.6717587113380432,0.5917274951934814,1134.4666666666667
False,0.4033260941505432,0.5256271362304688,0.6828464865684509,0.5584070682525635,0.6376661062240601,0.5844482183456421,1167.8333333333333
False,0.41005587577819824,0.5257647037506104,0.6692121624946594,0.5499833822250366,0.6261735558509827,0.5794621706008911,1201.2
False,0.4026724398136139,0.5230705142021179,0.6004990935325623,0.5355457663536072,0.5752109289169312,0.5364272594451904,1234.5666666666668
False,0.4126582741737366,0.5149893164634705,0.5862788558006287,0.5456277132034302,0.5695481896400452,0.5615247488021851,1267.9333333333334
False,0.4153417944908142,0.5159929990768433,0.5641078352928162,0.5524331331253052,0.5629844665527344,0.5675067901611328,1301.3000000000002
False,0.4420534372329712,0.524672269821167,0.5261516571044922,0.5153706669807434,0.4982645809650421,0.5413647890090942,1334.6666666666667
False,0.47374406456947327,0.5389906764030457,0.5477796196937561,0.533197283744812,0.5020899176597595,0.5526532530784607,1368.0333333333335
False,0.5053476691246033,0.5400499105453491,0.5189568400382996,0.5206502079963684,0.4368867576122284,0.5597176551818848,1401.4
