missing_data,right_foot_x_pos,right_foot_y_pos,left_foot_x_pos,left_foot_y_pos,nose_x_pos,nose_y_pos,anomaly
False,0.5920298099517822,0.6336209177970886,0.6249145865440369,0.6359857320785522,0.4654134511947632,0.47794976830482483,True
False,0.6151312589645386,0.6750985980033875,0.6485710740089417,0.7104800343513489,0.46222275495529175,0.47899341583251953,True
False,0.6450915932655334,0.6837910413742065,0.6763058304786682,0.6812748312950134,0.4543381631374359,0.47800412774086,True
False,0.681769847869873,0.6924673914909363,0.7040375471115112,0.6848256587982178,0.44901907444000244,0.46212154626846313,True
False,0.686153769493103,0.7070159912109375,0.724308431148529,0.6820393800735474,0.4452416002750397,0.4510042667388916,True
False,0.6814347505569458,0.7125186920166016,0.7335085272789001,0.6835125684738159,0.4493219554424286,0.4267394542694092,True
False,0.6585721969604492,0.7058180570602417,0.7206434607505798,0.6883661150932312,0.4432663023471832,0.39541003108024597,True
False,0.6137619614601135,0.6809370517730713,0.6685290336608887,0.7148429155349731,0.4461333155632019,0.3975032567977905,True
False,0.6210862994194031,0.7455263137817383,0.6544997096061707,0.7213413715362549,0.4478905200958252,0.38906389474868774,True
False,0.5844228267669678,0.753559947013855,0.6144649982452393,0.7504504323005676,0.45770400762557983,0.35802939534187317,True
False,0.4908594787120819,0.732475757598877,0.5639510154724121,0.7843134999275208,0.4615477919578552,0.3513108193874359,True
False,0.4133884310722351,0.7516608238220215,0.4895957410335541,0.793197512626648,0.47014063596725464,0.3398702144622803,True
False,0.39131051301956177,0.755970299243927,0.43494322896003723,0.810248613357544,0.4810526967048645,0.3381645679473877,True
False,0.3337884843349457,0.7504785060882568,0.485421359539032,0.7748279571533203,0.49592310190200806,0.3487200140953064,True
False,0.2932083010673523,0.7396813035011292,0.3224007189273834,0.7633469104766846,0.5065219402313232,0.356925368309021,True
False,0.2797365188598633,0.7558597326278687,0.3024942874908447,0.706022322177887,0.5141615271568298,0.35966360569000244,True
False,0.2639934718608856,0.7199673652648926,0.31409233808517456,0.7133008241653442,0.5163381099700928,0.36211252212524414,True
False,0.26488468050956726,0.719955563545227,0.3892301917076111,0.6675137281417847,0.5344479084014893,0.4587222635746002,True
False,0.30430305004119873,0.7126014232635498,0.4314408004283905,0.665566623210907,0.538399338722229,0.4382375180721283,True
False,0.3474638760089874,0.7132706642150879,0.5614535808563232,0.6252654194831848,0.5480650067329407,0.3928414285182953,True
False,0.36168524622917175,0.7135222554206848,0.5754289031028748,0.6464300751686096,0.5298429131507874,0.4187234342098236,True
False,0.33814138174057007,0.7310078144073486,0.5703858733177185,0.6600090861320496,0.5270456671714783,0.4051975905895233,True
