missing_data,right_foot_x_pos,right_foot_y_pos,left_foot_x_pos,left_foot_y_pos,nose_x_pos,nose_y_pos
False,0.6558361053466797,0.5920817255973816,0.654725193977356,0.637401819229126,0.2685369849205017,0.5987665057182312
False,0.6537813544273376,0.5449221134185791,0.6555978655815125,0.5913935899734497,0.2661648988723755,0.6097332835197449
False,0.6412240862846375,0.4839605987071991,0.6457982659339905,0.535302996635437,0.2653001844882965,0.6300908327102661
False,0.6032947897911072,0.3387396037578583,0.586693286895752,0.3549238443374634,0.2654935121536255,0.6739600300788879
False,0.5685537457466125,0.27057161927223206,0.4938269555568695,0.381727397441864,0.2685093283653259,0.7007943391799927
False,0.5242455005645752,0.19289107620716095,0.4409966468811035,0.35352379083633423,0.27776339650154114,0.722552478313446
False,0.47752320766448975,0.15901510417461395,0.4504874050617218,0.32366201281547546,0.293093740940094,0.7385939359664917
False,0.4312843382358551,0.16319403052330017,0.44359147548675537,0.33244436979293823,0.309040904045105,0.7570961713790894
False,0.3785751163959503,0.23494768142700195,0.3880901634693146,0.3427911400794983,0.3470243215560913,0.7690938115119934
False,0.37292414903640747,0.2780309021472931,0.3533656597137451,0.3084279000759125,0.35963010787963867,0.7749104499816895
False,0.4117971360683441,0.34161362051963806,0.3642158806324005,0.3558339476585388,0.3846653997898102,0.7527443170547485
False,0.3301912248134613,0.3202560544013977,0.29635050892829895,0.3268961012363434,0.40659722685813904,0.6919212341308594
False,0.22663775086402893,0.3493819832801819,0.23323965072631836,0.35196638107299805,0.424944669008255,0.679304838180542
False,0.22237414121627808,0.5699412226676941,0.2865116000175476,0.644188404083252,0.412210077047348,0.6318712830543518
False,0.2697952389717102,0.6501143574714661,0.306821346282959,0.7089362144470215,0.40160509943962097,0.5976197123527527
False,0.2243848741054535,0.7335736155509949,0.23841515183448792,0.7805411219596863,0.38759657740592957,0.5434845685958862
False,0.2922307252883911,0.7880545854568481,0.2817213833332062,0.8125603795051575,0.3817943036556244,0.5711463093757629
False,0.40088245272636414,0.6451234817504883,0.41504186391830444,0.6674090623855591,0.3846732974052429,0.5669585466384888
False,0.4341890513896942,0.7341185808181763,0.4201432168483734,0.7918760180473328,0.39379334449768066,0.6712458729743958
False,0.4303578734397888,0.7489164471626282,0.4228702187538147,0.8337264060974121,0.3911641240119934,0.6668792963027954
False,0.4632086753845215,0.8417601585388184,0.44952356815338135,0.8284251689910889,0.436979204416275,0.6160900592803955
False,0.5214667320251465,0.8406540155410767,0.5188236832618713,0.8594443798065186,0.4467426538467407,0.6174528002738953
False,0.5172229409217834,0.7776058912277222,0.526260495185852,0.8108657598495483,0.442695677280426,0.5944676399230957
True,,,,,,
True,,,,,,
True,,,,,,
True,,,,,,
True,,,,,,
