missing_data,right_foot_x_pos,right_foot_y_pos,left_foot_x_pos,left_foot_y_pos,nose_x_pos,nose_y_pos
False,0.30796176195144653,0.697583794593811,0.3093773126602173,0.6914180517196655,0.5169880986213684,0.3659282922744751
False,0.3079635202884674,0.6970224380493164,0.3100319802761078,0.6883888840675354,0.5181074738502502,0.36697307229042053
False,0.30652064085006714,0.6918595433235168,0.3083231747150421,0.6838855743408203,0.5215685367584229,0.36895719170570374
False,0.30313050746917725,0.6897698044776917,0.3037549555301666,0.6806066036224365,0.5318623781204224,0.37546810507774353
False,0.29177966713905334,0.6794599294662476,0.29586994647979736,0.6771209239959717,0.54464191198349,0.38345372676849365
False,0.2744866907596588,0.6715530753135681,0.2785733640193939,0.6703488826751709,0.5515437126159668,0.3867594301700592
False,0.2614956796169281,0.6618818640708923,0.26525551080703735,0.6637730002403259,0.5559498071670532,0.38618987798690796
False,0.24789753556251526,0.6638621091842651,0.26250317692756653,0.6672650575637817,0.5646305084228516,0.3844425082206726
False,0.25886717438697815,0.6586812734603882,0.26430264115333557,0.6678839921951294,0.572871208190918,0.3835388422012329
False,0.26720771193504333,0.6533628702163696,0.27207818627357483,0.6678712964057922,0.5756616592407227,0.37628284096717834
False,0.2920040786266327,0.6239271759986877,0.30168765783309937,0.6379755735397339,0.5756500959396362,0.3644477427005768
False,0.35486510396003723,0.5704846978187561,0.34789368510246277,0.5860161185264587,0.5775521993637085,0.348379909992218
False,0.3965052366256714,0.4817078113555908,0.3982180953025818,0.5143777132034302,0.573146641254425,0.3306380808353424
True,,,,,,
True,,,,,,
False,0.6170129179954529,0.6138684749603271,0.6161736845970154,0.5923475027084351,0.546876072883606,0.28987884521484375
False,0.6461357474327087,0.6150957942008972,0.6434143781661987,0.610339879989624,0.5402231812477112,0.28456416726112366
False,0.671395480632782,0.6586249470710754,0.6567811965942383,0.6580472588539124,0.5277241468429565,0.2811674475669861
False,0.6607820391654968,0.6465567350387573,0.6498866677284241,0.6447356939315796,0.5153197050094604,0.27514541149139404
False,0.6666755080223083,0.6438084244728088,0.6440194845199585,0.6337687969207764,0.5096278190612793,0.27061450481414795
False,0.658400297164917,0.5849318504333496,0.6214354038238525,0.5802850723266602,0.5027418732643127,0.2657483220100403
False,0.6584859490394592,0.5572769641876221,0.5933844447135925,0.5505586862564087,0.4987351894378662,0.2631166875362396
False,0.6931396722793579,0.612791895866394,0.6099423170089722,0.572921633720398,0.49968811869621277,0.264151930809021
False,0.7118694186210632,0.6430073976516724,0.6638986468315125,0.6315425038337708,0.5024775266647339,0.2608223259449005
False,0.6876150965690613,0.6164537668228149,0.6583781242370605,0.6276294589042664,0.5049479007720947,0.26277655363082886
False,0.6478976607322693,0.6136487126350403,0.5919362306594849,0.6211870908737183,0.5070679187774658,0.2616744637489319
False,0.5749142169952393,0.6012160181999207,0.5282869338989258,0.617988109588623,0.5118056535720825,0.2592622935771942
False,0.5633960962295532,0.5923185348510742,0.49929967522621155,0.6168193817138672,0.5182396173477173,0.2599297761917114
False,0.5439433455467224,0.5953789949417114,0.5279536843299866,0.6154682040214539,0.527449369430542,0.2605955898761749
False,0.5140027403831482,0.5871996879577637,0.5107448101043701,0.5698159337043762,0.5293062329292297,0.2666390836238861
False,0.49709147214889526,0.5870183110237122,0.5060064196586609,0.566048800945282,0.5381583571434021,0.26977771520614624
False,0.45837724208831787,0.5897594094276428,0.4992578625679016,0.5742934942245483,0.5393600463867188,0.26973459124565125
False,0.41793549060821533,0.5803079009056091,0.49034300446510315,0.5670858025550842,0.5417763590812683,0.29143986105918884
False,0.3876619040966034,0.584286093711853,0.48860248923301697,0.5638062357902527,0.5478196740150452,0.3031631112098694
False,0.37739992141723633,0.624916136264801,0.47934433817863464,0.5532950162887573,0.5581113696098328,0.3098488748073578
False,0.36700350046157837,0.6291531324386597,0.48314350843429565,0.5622826218605042,0.5649104118347168,0.30934903025627136
False,0.3261874318122864,0.6770047545433044,0.3934330642223358,0.6166411638259888,0.5721752643585205,0.32870832085609436
False,0.3297334909439087,0.6685954332351685,0.43378061056137085,0.6091458797454834,0.5655189752578735,0.3506051003932953
False,0.315961092710495,0.6763746738433838,0.45091038942337036,0.6040476560592651,0.5636522173881531,0.3522421419620514
False,0.30781304836273193,0.6656879782676697,0.3760668635368347,0.6073732972145081,0.5597227215766907,0.3563612401485443
False,0.2745117247104645,0.656631350517273,0.42818543314933777,0.6009024381637573,0.5584344267845154,0.3573057949542999
False,0.2651808559894562,0.6526610851287842,0.44038528203964233,0.5171844959259033,0.504280149936676,0.40689578652381897
False,0.26285964250564575,0.6656047105789185,0.3547290861606598,0.5464485883712769,0.5124096274375916,0.4083181619644165
False,0.25384336709976196,0.693801999092102,0.36941051483154297,0.5541273951530457,0.5222973823547363,0.38356608152389526
False,0.24633033573627472,0.7036620378494263,0.3741028606891632,0.5569031834602356,0.5348779559135437,0.3716718256473541
