missing_data,right_foot_x_pos,right_foot_y_pos,left_foot_x_pos,left_foot_y_pos,nose_x_pos,nose_y_pos
False,0.9078788161277771,0.7140892148017883,0.925472617149353,0.6979760527610779,0.4727360010147095,0.29421281814575195
False,0.9281187057495117,0.6445395350456238,0.90826416015625,0.707027018070221,0.4672815501689911,0.29401907324790955
False,0.897018313407898,0.6632046699523926,0.9039500951766968,0.7013357877731323,0.45906543731689453,0.29037830233573914
False,0.8556891083717346,0.6726490259170532,0.8873893022537231,0.6911226511001587,0.45288631319999695,0.2878654897212982
False,0.8268510699272156,0.6004142761230469,0.8650588989257812,0.6416882872581482,0.446266770362854,0.2841945290565491
False,0.6570964455604553,0.6262564659118652,0.8347888588905334,0.6374133229255676,0.44646596908569336,0.27828240394592285
False,0.7872750163078308,0.6111325025558472,0.8420363068580627,0.6308139562606812,0.44886118173599243,0.264868825674057
False,0.4507942795753479,0.5869313478469849,0.6791505217552185,0.5838007926940918,0.4505593478679657,0.24646992981433868
False,0.42800843715667725,0.5474655032157898,0.45554158091545105,0.5379893183708191,0.45560917258262634,0.210663840174675
False,0.41818487644195557,0.5640192627906799,0.41599178314208984,0.5727450251579285,0.4608316421508789,0.19596178829669952
False,0.42365366220474243,0.5696501135826111,0.4877614974975586,0.588725745677948,0.4783981442451477,0.17475555837154388
False,0.44625070691108704,0.5777119398117065,0.4309241771697998,0.5910390019416809,0.4933913052082062,0.16496889293193817
True,,,,,,
True,,,,,,
False,0.37802714109420776,0.5627539157867432,0.35581785440444946,0.5740765929222107,0.5989028811454773,0.2108817845582962
False,0.3639863431453705,0.5652804374694824,0.3362703323364258,0.6107421517372131,0.5693344473838806,0.14595219492912292
False,0.33747875690460205,0.5722888112068176,0.3234027028083801,0.6077184081077576,0.57220858335495,0.1402742862701416
False,0.33419445157051086,0.576643705368042,0.30573856830596924,0.6120767593383789,0.5745178461074829,0.1544831544160843
False,0.2903188467025757,0.5781381130218506,0.2729004919528961,0.6086952686309814,0.5718936920166016,0.16164633631706238
False,0.2781488597393036,0.5742167830467224,0.2671376168727875,0.5920422077178955,0.5651051998138428,0.16831329464912415
False,0.305379718542099,0.5736947059631348,0.29134225845336914,0.5306562185287476,0.5554024577140808,0.17518797516822815
False,0.30926406383514404,0.5188102126121521,0.2990993857383728,0.5032668113708496,0.5450714826583862,0.17842480540275574
False,0.33740800619125366,0.5394824147224426,0.3421112596988678,0.5174717903137207,0.5325652360916138,0.1948508322238922
False,0.49046361446380615,0.6850533485412598,0.49750086665153503,0.6739997267723083,0.5207294225692749,0.2021404653787613
False,0.4465252757072449,0.6766774654388428,0.5038058757781982,0.6887862086296082,0.5175783038139343,0.20128661394119263
True,,,,,,
False,0.6553812026977539,0.6765874028205872,0.7073691487312317,0.6397810578346252,0.48006102442741394,0.23079781234264374
False,0.5546509027481079,0.6937759518623352,0.778428316116333,0.6639134287834167,0.4676702916622162,0.24349959194660187
False,0.7281278967857361,0.6876587271690369,0.7616119980812073,0.6625224351882935,0.4592057764530182,0.25515979528427124
False,0.7332751750946045,0.678386390209198,0.7843348979949951,0.6772591471672058,0.45677149295806885,0.2744797170162201
False,0.8041110038757324,0.672555685043335,0.8161982297897339,0.6751729249954224,0.4490100145339966,0.30172571539878845
False,0.7666438221931458,0.6612228751182556,0.828036904335022,0.6696639657020569,0.43571701645851135,0.3160690665245056
False,0.4139419496059418,0.6305829882621765,0.8438940644264221,0.6457438468933105,0.417216956615448,0.3362966775894165
False,0.46211719512939453,0.6776168346405029,0.8549548387527466,0.6017568707466125,0.41175729036331177,0.3428334891796112
False,0.7906419634819031,0.6281902194023132,0.8405448794364929,0.6143883466720581,0.40665581822395325,0.3465031087398529
