missing_data,right_foot_x_pos,right_foot_y_pos,left_foot_x_pos,left_foot_y_pos,nose_x_pos,nose_y_pos,anomaly
False,0.2151818573474884,0.6842085123062134,0.21489225327968597,0.6681382656097412,0.5813704133033752,0.2631101906299591,False
False,0.21352745592594147,0.6836850047111511,0.2120651751756668,0.6684016585350037,0.5801922082901001,0.2609883248806,False
False,0.2099224179983139,0.6748627424240112,0.20974691212177277,0.6640432476997375,0.578698456287384,0.2493000030517578,False
False,0.22232113778591156,0.6601758003234863,0.2243674248456955,0.6524096727371216,0.574183464050293,0.24322465062141418,False
False,0.2659224569797516,0.5915222764015198,0.24314524233341217,0.6036372780799866,0.5712448358535767,0.2296418696641922,False
False,0.3452928960323334,0.5159820318222046,0.45456868410110474,0.5032050013542175,0.5637298226356506,0.220197856426239,False
False,0.4057764708995819,0.5706959962844849,0.45803704857826233,0.5657103657722473,0.5506207346916199,0.22009360790252686,False
False,0.606907069683075,0.5709501504898071,0.5373641848564148,0.506359875202179,0.5349664092063904,0.2156706154346466,False
True,,,,,,,False
True,,,,,,,False
False,0.6898790597915649,0.5968949794769287,0.6882067918777466,0.5796021223068237,0.48412978649139404,0.19455239176750183,False
False,0.7350044250488281,0.5540644526481628,0.689788281917572,0.5783073902130127,0.47811171412467957,0.20229299366474152,False
False,0.7570278644561768,0.5814306735992432,0.7234432697296143,0.5819652676582336,0.4688647985458374,0.20170007646083832,False
False,0.790098249912262,0.5934207439422607,0.7591316103935242,0.5818910598754883,0.467442125082016,0.18671895563602448,False
False,0.786793053150177,0.6003224849700928,0.7770944237709045,0.5867257118225098,0.46353140473365784,0.1678699254989624,False
False,0.7729330658912659,0.6008756160736084,0.7623758316040039,0.5893484950065613,0.46396926045417786,0.1683119535446167,False
False,0.7608290314674377,0.5769456028938293,0.7502314448356628,0.589059591293335,0.46518629789352417,0.16296201944351196,False
False,0.6136259436607361,0.570176362991333,0.610245943069458,0.579476535320282,0.47528356313705444,0.16435766220092773,True
False,0.6488384008407593,0.5759089589118958,0.6366872787475586,0.5843117833137512,0.49230071902275085,0.16434216499328613,True
False,0.6413558125495911,0.6387214660644531,0.6270081400871277,0.6029223799705505,0.5033500790596008,0.16470272839069366,True
False,0.6168630719184875,0.62831050157547,0.6170485019683838,0.601861834526062,0.5132128000259399,0.16868190467357635,True
False,0.6097097992897034,0.6198128461837769,0.6053974032402039,0.5851380825042725,0.5191548466682434,0.17373763024806976,True
False,0.612210214138031,0.5497984886169434,0.598284125328064,0.5350396037101746,0.5253230333328247,0.17387187480926514,True
False,0.5484373569488525,0.48836472630500793,0.5372089147567749,0.47526851296424866,0.5305584669113159,0.17349106073379517,True
False,0.5600188970565796,0.5174256563186646,0.454323410987854,0.4811827838420868,0.5254087448120117,0.15802428126335144,True
False,0.501568078994751,0.46059003472328186,0.4439760744571686,0.4641537368297577,0.527110755443573,0.16049712896347046,True
False,0.4903471767902374,0.4367332458496094,0.453567236661911,0.44516339898109436,0.5251390337944031,0.1605500876903534,True
False,0.5132132172584534,0.455196738243103,0.37122809886932373,0.4785502254962921,0.5231174826622009,0.15475717186927795,True
False,0.5020551085472107,0.4647119641304016,0.30672237277030945,0.4848651885986328,0.5125113725662231,0.1520536243915558,True
False,0.47896403074264526,0.45584478974342346,0.2908812463283539,0.4919898211956024,0.49945321679115295,0.15159228444099426,True
False,0.49312686920166016,0.4536019265651703,0.2417760193347931,0.5519399046897888,0.49240031838417053,0.15273168683052063,True
False,0.454746812582016,0.4749661087989807,0.22435183823108673,0.588119387626648,0.4794062674045563,0.1532156616449356,True
False,0.2694554030895233,0.6249490976333618,0.22150787711143494,0.6086476445198059,0.4684392809867859,0.15404194593429565,True
False,0.2540298104286194,0.6490128636360168,0.20004767179489136,0.6379733681678772,0.45192205905914307,0.1545480191707611,True
False,0.2501744329929352,0.6574996709823608,0.17928004264831543,0.6441124677658081,0.4385795593261719,0.16113518178462982,True
False,0.23540878295898438,0.675408661365509,0.18164323270320892,0.6698186993598938,0.4276660084724426,0.1706857681274414,True
False,0.2211247980594635,0.7016140818595886,0.1612597107887268,0.6756078004837036,0.4124978482723236,0.17716094851493835,True
False,0.22149676084518433,0.7126441597938538,0.15949290990829468,0.6779616475105286,0.4034944176673889,0.18458129465579987,True
False,0.21210694313049316,0.7075756192207336,0.15767578780651093,0.687211275100708,0.39658674597740173,0.1850261688232422,True
