missing_data,right_foot_x_pos,right_foot_y_pos,left_foot_x_pos,left_foot_y_pos,nose_x_pos,nose_y_pos,anomaly
False,0.623557448387146,0.5625532865524292,0.605934739112854,0.5723105669021606,0.3254926800727844,0.4802541136741638,True
False,0.6166595220565796,0.49524152278900146,0.5684240460395813,0.5219247341156006,0.3171670138835907,0.4919382333755493,True
False,0.6295630931854248,0.44909268617630005,0.5748565196990967,0.43558210134506226,0.3084118664264679,0.5142592191696167,True
False,0.6562108397483826,0.3969871401786804,0.5343833565711975,0.3622548580169678,0.3032636344432831,0.5394220948219299,True
False,0.6126497983932495,0.30020442605018616,0.48671087622642517,0.32109561562538147,0.3041885197162628,0.5908644795417786,True
False,0.5910410284996033,0.2703269422054291,0.4676567018032074,0.2910107374191284,0.30241596698760986,0.6017270088195801,True
False,0.5351547002792358,0.2726302742958069,0.4581609070301056,0.295814573764801,0.3033609986305237,0.5899400115013123,True
False,0.4871218800544739,0.20250862836837769,0.4593952000141144,0.18065722286701202,0.3146775960922241,0.6027704477310181,True
False,0.438613623380661,0.21494418382644653,0.41847872734069824,0.19679196178913116,0.32620465755462646,0.5847240090370178,True
False,0.3230857253074646,0.22135430574417114,0.3260628283023834,0.24880561232566833,0.35347461700439453,0.5341708660125732,True
False,0.3163408041000366,0.27393367886543274,0.29680415987968445,0.2830263078212738,0.35233357548713684,0.5331818461418152,True
False,0.26539093255996704,0.3100835084915161,0.26288971304893494,0.32667773962020874,0.36282190680503845,0.5627719163894653,True
False,0.22989773750305176,0.377804696559906,0.23061558604240417,0.3976050317287445,0.37896931171417236,0.5617877244949341,True
False,0.2125478833913803,0.45265623927116394,0.20754069089889526,0.4758690297603607,0.39404207468032837,0.5434553027153015,True
False,0.219377338886261,0.5000784397125244,0.2203039526939392,0.6214785575866699,0.3964858055114746,0.5003231763839722,True
False,0.2672383189201355,0.5467422604560852,0.25713521242141724,0.6241424679756165,0.38245391845703125,0.4712839722633362,True
False,0.28765636682510376,0.6244566440582275,0.28067687153816223,0.7262448668479919,0.3898210823535919,0.4754549562931061,True
False,0.2930918037891388,0.6411134600639343,0.3016481399536133,0.7345209717750549,0.4021090567111969,0.49058082699775696,True
False,0.3082139194011688,0.7762612700462341,0.31816303730010986,0.8376054167747498,0.4004702866077423,0.5117982029914856,True
False,0.38910096883773804,0.7986822724342346,0.3813505172729492,0.8515307903289795,0.39293816685676575,0.48113322257995605,True
False,0.4155762195587158,0.8184846043586731,0.4009915292263031,0.8856064081192017,0.3941441476345062,0.41902461647987366,True
False,0.48596593737602234,0.8785308599472046,0.4259668290615082,0.9103257060050964,0.3921298086643219,0.39735713601112366,True
False,0.4702697694301605,0.8703799247741699,0.46549203991889954,0.8736998438835144,0.3916876018047333,0.399794340133667,True
False,0.48431751132011414,0.8742648363113403,0.48386305570602417,0.8736222386360168,0.38801243901252747,0.40187186002731323,True
False,0.503875195980072,0.8404317498207092,0.5208317637443542,0.8496991395950317,0.37539932131767273,0.38876351714134216,True
False,0.5189369320869446,0.7852206230163574,0.5423533320426941,0.8323159217834473,0.3589095175266266,0.42072996497154236,True
False,0.5122910737991333,0.6511789560317993,0.5568744540214539,0.8114445805549622,0.36206549406051636,0.4397597014904022,True
False,0.5412266254425049,0.6703059673309326,0.5912799835205078,0.7965790629386902,0.3600514233112335,0.44970086216926575,True
False,0.6293443441390991,0.6792810559272766,0.6190598607063293,0.7198037505149841,0.41245436668395996,0.4372308850288391,True
False,0.6162779331207275,0.6921142339706421,0.608863353729248,0.6797915697097778,0.41617119312286377,0.45323267579078674,True
False,0.6254247426986694,0.6945468187332153,0.6183797717094421,0.703149676322937,0.4117962718009949,0.44749435782432556,True
